team_abbrev,team_name,year,seed,wins,exit_round,adj_o,adj_d,adj_em,barthag,wab,off_efg,def_efg,off_to,def_to,off_or,def_or,off_ftr,def_ftr,fg3_pct,fg3_d_pct,ft_pct,off_cv,off_mean,off_range_80_20,pct_games_above_mean_o,def_cv,efg_cv,to_cv,to_std,margin_std,margin_mean,pct_games_close,pct_games_blown,off_win_loss_gap,off_last10_std,off_last10_mean,off_rating_vs_tier1_mean,off_rating_vs_tier2_mean,off_rating_vs_tier3_mean,efg_vs_tier1_mean,efg_vs_tier2_mean,efg_vs_tier3_mean,to_vs_tier1_mean,to_vs_tier2_mean,to_vs_tier3_mean,or_vs_tier1_mean,or_vs_tier2_mean,or_vs_tier3_mean,off_rating_dropoff_t1_vs_t3,efg_dropoff_t1_vs_t3,to_dropoff_t1_vs_t3,or_dropoff_t1_vs_t3,n_tier1_games,off_neutral_mean,home_away_gap,home_neutral_gap,win_pct_neutral,star_pts_cv,star_pts_mean,top8_pts_cv_mean,top8_pts_cv_max,star_fg_pct_cv,star_fg_pct_mean,top8_fg_pct_cv_mean,top8_fg_pct_cv_max,top8_fg3_pct_cv_mean,top8_fg3_pct_cv_max,top8_ft_pct_cv_mean,top8_orb_cv_mean,top8_orb_cv_max,top8_blk_cv_mean,top8_blk_cv_max,top8_stl_cv_mean,top8_stl_cv_max,top8_pts_cv_std,top8_pts_mean_std,star_pts_reliable_pct,team_fg2_pct_cv,team_fg3_pct_cv,team_ft_pct_cv,team_pts_cv,team_orb_cv,team_drb_cv,team_trb_cv,team_ast_cv,team_stl_cv,team_blk_cv,team_tov_cv,team_pf_cv,team_pts_allowed_cv,team_opp_fg3_pct_cv,team_opp_ft_pct_cv,team_opp_orb_cv,team_opp_tov_cv,team_opp_blk_cv,team_ast_to_ratio_cv,team_opp_efg_cv
duke,Duke,2015,1,6,Champion,124.5976033502,93.060806796819,31.53679655338101,0.96630457268826,10.556921859204,56.9,47.4,16.8,18.7,37.4,30.1,40.2,24.9,38.6,32.0,69.1,0.1363429800409071,120.58387096774193,24.099999999999994,0.45161290322580644,0.12202697155468833,0.15088027009138855,0.24251364257869065,4.07892300775901,7.5447876134013105,7.740278032258065,0.3870967741935484,0.0,17.696428571428555,13.197979643364615,122.0,116.60833333333335,115.80909090909091,133.1125,57.38333333333333,53.38181818181818,61.662499999999994,17.708333333333332,17.363636363636363,14.737499999999999,34.233333333333334,36.5,42.4625,16.504166666666663,4.2791666666666615,-2.970833333333333,8.229166666666664,12,109.425,11.15397727272726,17.356250000000003,1.0,0.33976997264336695,17.633333333333333,0.6671229306973194,1.5597090458455087,0.2379396440009775,0.6917666666666666,0.510415798295724,1.0508399118044673,0.7650921226955203,1.0489013687468944,0.4146973629133565,1.1651902457710832,2.2925721297644452,2.68732332999386,5.567764362830024,1.2111256110879165,2.44359445206316,0.3949116333710978,4.783274595630755,0.5333333333333333,0.17063773404787938,0.2829622996843908,0.16415566998146408,0.14167478534199746,0.3334341608819502,0.1304873376526597,0.13855361085933682,0.2831267261842606,0.35859451998309283,0.5633919464081123,0.27422665505908783,0.1575135499897947,0.1805464944046165,0.49640450482600934,0.2284323058831368,0.3902742767076389,0.23981604520531621,0.7685265654491799,0.4182915462276537,0.1682973229723741
wisconsin,Wisconsin,2015,1,5,Runner-up,126.35210696622,92.103078231878,34.249028734342005,0.97431650545111,11.258151384354,54.6,46.7,12.4,16.7,31.9,23.7,35.6,21.1,35.7,36.0,76.3,0.127291860426274,119.5,22.599999999999994,0.5161290322580645,0.15857326142883513,0.13852483093530618,0.3200286711325236,4.030296555165717,6.3281072138682335,8.481063870967741,0.22580645161290322,0.0,13.98690476190474,15.716657829619287,117.0,122.39230769230768,113.74285714285715,119.74545454545455,54.407692307692315,53.128571428571426,54.81818181818182,12.46153846153846,14.357142857142858,11.627272727272729,33.18461538461538,30.371428571428574,29.90909090909091,-2.6468531468531324,0.410489510489505,-0.8342657342657311,-3.275524475524467,13,108.8,11.73333333333332,16.874999999999986,1.0,0.28765610852209916,18.433333333333334,0.616743070833057,1.2827429059951516,0.2533190329041408,0.5482333333333334,0.5776593337872421,1.1698464375506898,1.2151547602458324,2.9999999999999996,0.3675057159085463,1.0793459165606045,1.5893161818612198,1.9135230810987731,2.9960291180478325,1.6277549820623705,2.116848970210726,0.3183843469590128,5.139074405743115,0.6666666666666666,0.14489430456160474,0.2659947413682371,0.15458531818793655,0.15612216236708723,0.3520389690496773,0.2387254799250294,0.19614089672914445,0.3221019346454408,0.6161210311081299,0.6257945629629692,0.33206031157575994,0.20925950981632077,0.1917109496243645,0.38943407827057813,0.33967567708273333,0.39716076470404876,0.41655983338330704,0.8618106577910357,0.41000061842721586,0.20273888086605896
kentucky,Kentucky,2015,1,4,F4,119.04185689874,83.481070574335,35.56078632440499,0.9833872992224,12.958534991578,51.8,39.7,16.4,21.8,40.4,31.6,43.8,31.6,35.0,27.4,72.2,0.10307705225112429,115.17096774193548,18.60000000000001,0.4838709677419355,0.15468949609842314,0.16095900632593368,0.35502513972351263,5.817831321920788,7.849243268103341,9.282737683870966,0.3870967741935484,0.0,,8.675405850256611,115.66,111.14166666666667,112.73750000000001,121.33636363636364,49.849999999999994,51.2625,54.400000000000006,15.308333333333335,16.5875,17.41818181818182,37.70000000000001,36.875,45.199999999999996,10.194696969696977,4.550000000000011,2.109848484848486,7.499999999999986,12,120.15,8.8336842105263,-2.276315789473699,,0.5343390611429962,11.225806451612904,0.5500051503762671,0.7380568954024819,0.4326685309270649,0.3833225806451613,0.48774356018276,0.6432004864343059,1.1527551509240055,1.8516401995451028,0.3660001427348497,1.166909766813247,1.8459248942281004,2.4700762092495134,5.477225575051658,1.2374263711430329,1.8620466242427964,0.07617295464154758,1.8091904965837045,0.6774193548387096,0.19144229018348563,0.3734812839741677,0.14209293856417207,0.1620042168770908,0.38400920310256065,0.26882374300650436,0.2419346053842233,0.3078913793032786,0.3630141725794948,0.485310447440407,0.3778708931077135,0.2692707320436043,0.23309851433310985,0.4567100669078596,0.2639612584632737,0.39477891087643424,0.29534212285598704,0.6326588351126462,0.3884830746516789,0.2590074788506459
michigan-state,Michigan State,2015,7,4,F4,114.77037419097,92.55876698887,22.2116072021,0.92226526430892,2.9734851238658,53.8,45.7,17.9,17.0,34.6,26.0,31.9,37.7,38.6,32.3,63.3,0.12073146918721885,110.83225806451615,23.799999999999997,0.5161290322580645,0.1510411447820711,0.17008728279972646,0.23420911482053938,4.215764066769708,8.64915183674863,4.931695516129032,0.5161290322580645,0.03225806451612903,13.1709523809524,14.10753935548885,111.75999999999999,106.94666666666667,115.13333333333333,114.32307692307694,51.173333333333325,57.9,56.97692307692308,16.220000000000002,20.833333333333332,19.400000000000002,32.52,33.800000000000004,36.47692307692307,7.376410256410267,5.803589743589754,3.1799999999999997,3.9569230769230685,15,108.525,-1.6852272727272606,1.9624999999999915,0.5,0.4805562274060966,14.806451612903226,0.5729745885250381,1.0829713984369993,0.3232269021882199,0.38658064516129037,0.4495529762543265,0.8197543824646056,0.6684248505295486,1.1093801352600294,0.4606685996044728,1.2391406264461708,1.992956346737178,1.7525841298542342,2.8044277160973183,1.282462302384665,2.074983266331455,0.23318306417542323,7.240811215089525,0.45161290322580644,0.19701093945503126,0.32866404854386877,0.2006022679689608,0.1363477138609635,0.40171698922967974,0.18128676597793256,0.17201753467634642,0.29724954926167985,0.45640371315871464,0.5350545637106351,0.2582102858947499,0.24224449313647248,0.19286285547628698,0.36623913064095537,0.15695383589920078,0.3589815713863893,0.3391792250107756,0.7404893044962697,0.362407924439585,0.22085591018233997
gonzaga,Gonzaga,2015,2,3,E8,120.37392185467,92.866590376906,27.507331477764,0.95182532496225,7.872621778213,58.4,43.6,16.3,17.6,33.9,28.6,39.1,31.6,40.8,32.3,68.9,0.1265029956870578,120.00666666666665,29.039999999999992,0.5,0.15015667446702008,0.13833883386882487,0.2837046513884459,4.643299461057565,7.637941501995284,8.574976551724138,0.26666666666666666,0.0,23.524999999999977,12.97486887109932,115.35,111.58571428571429,108.42,126.5,54.08571428571429,55.78000000000001,60.838888888888896,17.42857142857143,15.719999999999999,16.133333333333333,32.31428571428571,22.720000000000002,37.81666666666666,14.914285714285711,6.753174603174607,-1.2952380952380977,5.502380952380953,7,111.06666666666666,3.681818181818187,11.433333333333337,1.0,0.5329716559560762,16.548387096774192,0.5420545298338016,0.8200752309110071,0.32475097552899135,0.5253225806451612,0.4489191946389156,0.7938750977714986,1.0136851204899409,1.8776394722241863,0.439057973341248,1.090953860367323,1.8212282745398884,1.8058884275176048,3.105550586360565,1.2710816908492233,1.5893161818612198,0.12311294131670393,3.6029086812176585,0.45161290322580644,0.14340023449817463,0.2893298141182571,0.1925705431538938,0.1640012641788778,0.34943045328165584,0.17304895889127167,0.1577477829888712,0.2510319595716595,0.43262394747914656,0.39387694662633627,0.29297262315509953,0.2368160931479435,0.18386093297161946,0.4398367042961594,0.14896454922041058,0.42799753168939053,0.29124924454662465,0.8867564332200429,0.38681984291747035,0.19444412563146612
notre-dame,Notre Dame,2015,3,3,E8,124.35121713015,99.827140452792,24.52407667735801,0.92595848343171,8.4422805861733,58.6,48.1,14.4,17.4,28.1,31.6,37.1,23.3,39.2,32.9,74.0,0.12426635224714792,121.53225806451611,22.400000000000006,0.4838709677419355,0.11247913881193614,0.15279814627877036,0.2764111622344341,3.88491430275945,8.553427162038904,5.047351387096776,0.3870967741935484,0.03225806451612903,21.45230769230767,17.15282937464125,114.42,111.02000000000001,120.14444444444445,131.33333333333334,52.55,57.46666666666667,64.60833333333333,13.91,13.088888888888889,14.9,24.559999999999995,24.755555555555553,33.85,20.313333333333333,12.058333333333337,0.9900000000000002,9.290000000000006,10,117.96666666666665,8.470175438596485,6.670175438596502,0.6666666666666666,0.3528225809634829,16.806451612903224,0.5904248557202172,1.1817583285606008,0.3576433582261897,0.49209677419354847,0.4171066503850133,0.5211459123492533,1.0120069132858722,2.6457513110645907,0.4812445463052699,1.3378617804343174,2.026775500651503,1.584818911465387,2.3180451534284945,1.5449947395134132,3.6641405439646997,0.26905793066356065,4.397192134473544,0.5161290322580645,0.20398895526580366,0.24909522714378202,0.16313291246984973,0.1460639214070713,0.3994295276783903,0.20915326447489102,0.1874907049768837,0.26715983520432307,0.4039961210687461,0.5388910101354032,0.31710827688092424,0.2572659279731086,0.1604718555506813,0.28585830210696694,0.21440868156063791,0.43935545152677824,0.3170428016313139,0.629636803875077,0.4598423698767066,0.16967917508622013
louisville,Louisville,2015,4,3,E8,107.86757655212,86.615034209441,21.252542342678993,0.92576987680304,5.6608715468689,47.8,43.4,17.8,21.8,35.1,30.9,38.8,34.7,30.4,29.3,66.0,0.13095331653356906,104.03548387096774,24.30000000000001,0.5161290322580645,0.13749749670858505,0.20581060514205382,0.26114152728144785,4.637368089304419,7.876196793319252,5.001555161290324,0.3225806451612903,0.0,14.309523809523782,11.407716686524084,98.76,98.575,108.4375,106.7909090909091,43.64166666666666,53.487500000000004,49.90909090909091,17.8,17.0375,18.236363636363638,35.78333333333333,27.95,35.054545454545455,8.215909090909093,6.267424242424248,0.4363636363636374,-0.7287878787878768,12,112.6,-3.6557894736842087,-10.4157894736842,,0.36492432892343646,17.032258064516128,0.9202379009255308,1.6104591915424742,0.33604153480773336,0.42996774193548376,0.7153018751514997,1.2236887587472256,1.352286585197466,2.019757025252594,0.6117737770454706,1.5572756888546415,3.6028834606144624,1.579236504133539,2.4435944520631594,1.4146267625659468,2.1915484515256827,0.44863207725522336,5.996605006035466,0.5161290322580645,0.21075315052310156,0.3990961659005617,0.17552932440016256,0.1965691414351517,0.5129903805094204,0.1881550906355113,0.22087923057620112,0.41380919567673996,0.46924250478471835,0.5008578363180413,0.283551530089068,0.23699365957467236,0.20170953769095248,0.4267934053863533,0.19936023349338586,0.39225869592563384,0.3795132251350712,0.7176988867690146,0.4953961777640273,0.19704574936115163
arizona,Arizona,2015,2,3,E8,115.47419458473,86.463280342025,29.010914242705,0.96535235854906,8.9426698503297,53.6,44.3,16.7,21.1,34.1,22.3,47.1,36.3,36.0,32.8,69.9,0.10643995133572925,113.35483870967741,22.5,0.5161290322580645,0.11996975588103413,0.15833270947287034,0.2822090377296414,4.758408516815599,6.165126330148793,7.438222838709678,0.3870967741935484,0.0,13.530952380952385,12.928951147629023,115.0,109.92500000000001,109.0166666666667,120.58181818181816,48.6875,51.625,58.445454545454545,16.5375,18.51666666666667,15.29090909090909,36.825,31.933333333333334,34.40909090909091,10.656818181818153,9.757954545454545,-1.2465909090909122,-2.4159090909090963,8,107.86666666666667,6.718716577540107,8.715686274509792,1.0,0.29965506362672334,13.903225806451612,0.5611473758005168,1.1474884998423287,0.3531352573553792,0.46254838709677426,0.4779717303601465,0.8381671639588378,1.0368953643999774,1.8252663428174591,0.4395351152115421,1.3445833775064995,2.593094277313203,2.0512158614943843,3.870831090777965,1.7020302133726741,5.385164807134505,0.26133535306410477,3.3701598968882673,0.7419354838709677,0.1856149930926111,0.2899890628211741,0.1770742630835663,0.16356859963193113,0.3075250348268327,0.15535669243900668,0.15197019863911743,0.3121342198080675,0.3336696541107133,0.5085169925188743,0.28825366805450403,0.19167806567555845,0.1620898823457147,0.2927358447743793,0.20323440641623788,0.5326799717857872,0.21685731242930054,0.8765003998378926,0.5176097063287309,0.13785147609107495
utah,Utah,2015,5,2,S16,115.120916199,88.864862159341,26.25605403965901,0.95152240002526,3.654636783741,55.6,42.7,17.8,18.3,31.3,28.1,42.8,34.5,40.2,31.6,70.2,0.14914383619276894,113.32758620689658,34.40000000000002,0.5517241379310345,0.14732164705166134,0.1777331251632116,0.28899199327033764,5.186908017145198,7.361962800431537,6.680552551724139,0.3448275862068966,0.0,25.10064935064935,14.789034977156403,110.6,97.27777777777777,114.39999999999999,123.86153846153844,47.355555555555554,58.228571428571435,60.28461538461538,21.155555555555555,16.642857142857142,16.43076923076923,30.144444444444446,24.499999999999996,34.39999999999999,26.583760683760673,12.929059829059824,-4.724786324786326,4.255555555555546,9,,22.42740384615385,,,0.3389441806474281,14.666666666666666,0.5444679415777597,0.7101547651276376,0.3805568308279193,0.5458000000000001,0.4587800939794839,0.5907232757259134,0.7381042613983471,1.120194643906143,0.44560995887746574,1.3532075978290894,2.5930942773132037,1.434382744243172,2.228431980319142,1.5416308605242182,2.1600297128302737,0.1373172871599706,3.0512732435581054,0.6333333333333333,0.20709140306037963,0.3355884621848406,0.135086773752247,0.17945143480340964,0.3859430991212433,0.2020667140216035,0.17339570298450846,0.2887225816993894,0.4971181316162278,0.4162637753053402,0.29297793271963846,0.22408382498269258,0.19054267758634788,0.4683815031428937,0.2347093462125851,0.446132266522682,0.32359375211043606,0.6883263059394694,0.6392823538322461,0.19415635538815035
west-virginia,West Virginia,2015,5,2,S16,110.45551472012,92.861034601088,17.594480119032,0.8803080392927,3.9482678882467,46.6,52.6,18.7,28.2,40.9,31.1,40.4,55.9,31.9,36.5,66.0,0.1418862946220983,106.42903225806451,26.200000000000003,0.6451612903225806,0.1227863840088145,0.16304319847338514,0.26982902776034606,5.050154900211381,8.184383126444684,2.981320322580645,0.3548387096774194,0.0967741935483871,22.834239130434796,16.900545684812794,103.47999999999999,101.81333333333332,102.25,113.59166666666665,43.866666666666674,47.775,49.458333333333336,19.8,21.375,16.474999999999998,40.64,37.5,42.358333333333334,11.778333333333336,5.5916666666666615,-3.325000000000003,1.7183333333333337,15,113.38333333333333,15.61666666666666,-2.376666666666665,1.0,0.3883968446021852,14.518518518518519,0.6477426940576048,0.7746483055563317,0.2786964657247853,0.41100000000000003,0.5524251829515331,0.7333506908628701,0.9888800148351873,1.5716497823689746,0.5378134873591729,1.0582068048989919,1.7802487787625958,2.7785478263618253,5.196152422706632,1.123926586268253,2.1275467154577417,0.13411346146329683,2.9578969589115447,0.6296296296296297,0.18544452015691212,0.28128858252030164,0.1477466422064027,0.1506694200705604,0.3050638144294612,0.21201227010457935,0.18459863957761072,0.3203736959135071,0.3733251045688963,0.6437811748582964,0.2963191214868015,0.24042063832652416,0.15956240313092454,0.36536904070205084,0.17228024132312933,0.42494839972345977,0.2491552458739851,0.4976768315863124,0.5541441213674476,0.172624904369293
ucla,UCLA,2015,11,2,S16,110.13013615889,96.938310843668,13.19182531522199,0.81264072146667,-0.04903781387526,49.4,48.7,17.5,18.5,33.8,28.1,36.3,32.7,36.3,35.5,67.6,0.19231397731012198,104.8483870967742,32.2,0.5483870967741935,0.11749763643906713,0.19765547847890308,0.2888116464351316,5.034639152695004,10.255107188312317,2.2417016051612904,0.3548387096774194,0.0967741935483871,32.656140350877166,15.696315915950894,109.59,90.86666666666667,100.83333333333333,117.30769230769229,42.78888888888889,45.8,55.05384615384616,18.822222222222223,17.666666666666668,16.307692307692307,29.900000000000002,34.21111111111111,36.95384615384615,26.441025641025618,12.264957264957268,-2.5145299145299163,7.053846153846148,9,87.0,27.528235294117636,30.688235294117632,0.25,0.42338885809558424,16.322580645161292,0.6780664023893176,1.4383899044561523,0.358478508725031,0.44712903225806455,0.5416064177785717,0.9156858705451552,0.8471022812686518,1.0232409761657673,0.450319108048971,1.3474995889639598,2.466816812247149,2.034101952571624,5.567764362830024,1.3397383714438875,2.034190510862431,0.36276433046097495,5.22055317118856,0.45161290322580644,0.21258102870560053,0.36064327997411927,0.18998815184853965,0.23076819029455126,0.3419676356629466,0.23613333523895189,0.2086014808593129,0.38481055423630334,0.5718614169411094,0.47685088471649867,0.3127637879892514,0.21827977598957862,0.13988456741413008,0.3217695698501069,0.18320937808903073,0.3503883162904003,0.33104572597568405,0.8080607204263539,0.47518144138323265,0.18717455197852503
north-carolina-state,NC State,2015,8,2,S16,113.29098915071,97.293576879438,15.997412271271996,0.85202929515254,1.0337359314963,49.6,45.5,16.2,15.4,34.1,30.5,36.1,34.1,36.1,33.2,68.5,0.12493686940981463,107.83548387096774,22.39999999999999,0.4838709677419355,0.1476934965038131,0.16749840299411595,0.27805779897344524,4.57001447022485,8.325069291295174,2.4078923548387094,0.45161290322580644,0.12903225806451613,15.231578947368419,14.2758887639264,104.10999999999999,102.22307692307692,109.12,115.35,49.53846153846153,49.2,51.9625,16.646153846153844,17.049999999999997,15.325,30.069230769230764,36.269999999999996,34.8875,13.126923076923077,2.4240384615384656,-1.3211538461538446,4.818269230769239,13,,8.18999999999997,,,0.310530106000265,16.066666666666666,0.6552037020779741,0.8622844558256982,0.3899179953251756,0.4488333333333333,0.5504272173227625,0.854115032638591,0.8151566213811655,1.2322893383213809,0.5235822029479593,1.0960065933127412,1.3906248340625629,1.8597064488863524,3.256293640914785,1.670643621226566,2.6410225292488514,0.16845044932659722,4.410619149425899,0.7333333333333333,0.2080619013502336,0.33896760376091584,0.18509123947221748,0.16383899298175875,0.45662061933665177,0.24395461650464637,0.22511198961677892,0.2905153270466188,0.4472135954999579,0.5293049188246626,0.3016249205598839,0.22669648342257823,0.1805756134387017,0.36384427991224433,0.15501371455674579,0.4175898802093287,0.2529503410385013,0.6525777688015125,0.3973319451386099,0.22359366130948516
wichita-state,Wichita State,2015,7,2,S16,114.09636188863,91.693355364098,22.403006524532003,0.92510532015453,4.4217788340738,50.7,45.2,15.2,21.6,34.8,27.0,35.4,36.8,35.9,34.4,69.2,0.12368140443437936,112.75172413793102,27.920000000000016,0.41379310344827586,0.12949042441656516,0.14239651842391618,0.3001730596036948,4.547104313238039,6.200181545804549,7.159207406896552,0.3448275862068966,0.0,18.424358974358967,14.23337626847545,110.87,110.86666666666667,107.08571428571427,115.13684210526316,48.73333333333333,49.74285714285714,52.084210526315786,11.166666666666666,17.07142857142857,15.06842105263158,28.633333333333336,36.15714285714286,34.76315789473684,4.270175438596482,3.350877192982459,3.9017543859649138,6.129824561403506,3,111.2,4.375000000000028,3.750000000000014,0.6666666666666666,0.2939213403056763,15.233333333333333,0.7050752350001568,1.1931462121625684,0.3970426003686285,0.4703333333333333,0.5661241061491638,0.8530459491220602,0.8802482604384161,1.1326070959601313,0.48796670560880767,1.077552193992609,1.498298354528788,1.850373659261958,3.051285766293646,1.2548833118908216,1.7638342073763937,0.29218698271894383,4.490727620479055,0.8,0.17773830444267813,0.3607537287575203,0.17544182160187347,0.15153088154320607,0.369827925115007,0.20740296276074485,0.1989431573949778,0.2838609843031809,0.34700933191108985,0.573517650359692,0.3333521922580665,0.2543263989778911,0.17435337935392922,0.4704045541727075,0.145485434274889,0.43766458360535604,0.2862786260070649,0.6712580565528172,0.6189765577064913,0.19579533257610607
oklahoma,Oklahoma,2015,3,2,S16,109.99860917856,87.266412893556,22.732196285004008,0.93476345857817,4.2493229044403,49.4,43.7,17.7,20.2,30.9,31.5,32.7,28.9,34.3,30.9,73.5,0.12663338570192212,105.02333333333333,23.360000000000014,0.5333333333333333,0.15349783830700026,0.16501673856847243,0.3209516628301139,5.690472981977921,8.926616675781837,5.303726666666666,0.36666666666666664,0.03333333333333333,17.636507936507925,12.078152912501881,105.42,102.95294117647059,97.625,112.22222222222223,48.44705882352942,45.074999999999996,54.76666666666667,18.43529411764706,17.575000000000003,16.46666666666667,29.935294117647057,28.5,31.400000000000002,9.26928104575164,6.3196078431372555,-1.9686274509803923,1.4647058823529449,17,93.27499999999999,12.423030303030302,18.811666666666667,0.5,0.3547902019220412,17.366666666666667,0.6417837129665005,1.1737963311431117,0.37893204444330325,0.43926666666666664,0.5666376295886932,0.9767747566681474,1.1193087250727822,1.6236882817719773,0.5006034300423098,1.1046189901915302,1.8436417163660404,1.8251707597641518,3.051285766293646,1.0750011564282111,1.408104619937615,0.30388756950835033,4.695440914219389,0.5666666666666667,0.1911374929720507,0.26830560748120136,0.15266904742253218,0.14355115722920522,0.32049118575513924,0.20586455897228653,0.1734936430779213,0.3084445275160345,0.31298720016383247,0.5428960183048922,0.35082736200865144,0.22324895011453258,0.19240142335597202,0.37380188762818484,0.22186039354063466,0.3220379385242043,0.27164158402835525,0.6853755320887414,0.5358581079417877,0.22919278392944264
