team_abbrev,team_name,seed,wins,exit_round,year
kansas-state,Kansas State,11,0,R64,2017
california-davis,UC-Davis,16,0,R64,2017
kent-state,Kent State,14,0,R64,2017
north-dakota,North Dakota,15,0,R64,2017
villanova,Villanova,1,6,Champion,2018
michigan,Michigan,3,5,Runner-up,2018
kansas,Kansas,1,4,F4,2018
loyola-il,Loyola (IL),11,4,F4,2018
florida-state,Florida State,9,3,E8,2018
duke,Duke,2,3,E8,2018
texas-tech,Texas Tech,3,3,E8,2018
kansas-state,Kansas State,9,3,E8,2018
west-virginia,West Virginia,5,2,S16,2018
clemson,Clemson,5,2,S16,2018
gonzaga,Gonzaga,4,2,S16,2018
purdue,Purdue,2,2,S16,2018
syracuse,Syracuse,11,2,S16,2018
kentucky,Kentucky,5,2,S16,2018
nevada,Nevada,7,2,S16,2018
texas-am,Texas A&M,7,2,S16,2018
cincinnati,Cincinnati,2,1,R32,2018
xavier,Xavier,1,1,R32,2018
rhode-island,Rhode Island,7,1,R32,2018
michigan-state,Michigan State,3,1,R32,2018
buffalo,Buffalo,13,1,R32,2018
maryland-baltimore-county,UMBC,16,1,R32,2018
ohio-state,Ohio State,5,1,R32,2018
tennessee,Tennessee,3,1,R32,2018
seton-hall,Seton Hall,8,1,R32,2018
marshall,Marshall,13,1,R32,2018
florida,Florida,6,1,R32,2018
north-carolina,UNC,2,1,R32,2018
houston,Houston,6,1,R32,2018
auburn,Auburn,4,1,R32,2018
butler,Butler,10,1,R32,2018
alabama,Alabama,9,1,R32,2018
providence,Providence,10,0,R64,2018
montana,Montana,14,0,R64,2018
wright-state,Wright State,14,0,R64,2018
texas,Texas,10,0,R64,2018
georgia-state,Georgia State,15,0,R64,2018
san-diego-state,San Diego State,11,0,R64,2018
texas-southern,Texas Southern,16,0,R64,2018
north-carolina-greensboro,UNC Greensboro,13,0,R64,2018
missouri,Missouri,8,0,R64,2018
south-dakota-state,South Dakota State,12,0,R64,2018
virginia,Virginia,1,0,R64,2018
miami-fl,Miami (FL),6,0,R64,2018
north-carolina-state,NC State,9,0,R64,2018
virginia-tech,Virginia Tech,8,0,R64,2018
murray-state,Murray State,12,0,R64,2018
wichita-state,Wichita State,4,0,R64,2018
st-bonaventure,St. Bonaventure,11,0,R64,2018
stephen-f-austin,Stephen F. Austin,14,0,R64,2018
arkansas,Arkansas,7,0,R64,2018
cal-state-fullerton,Cal State Fullerton,15,0,R64,2018
pennsylvania,Penn,16,0,R64,2018
new-mexico-state,New Mexico State,12,0,R64,2018
arizona,Arizona,4,0,R64,2018
college-of-charleston,College of Charleston,13,0,R64,2018
texas-christian,TCU,6,0,R64,2018
bucknell,Bucknell,14,0,R64,2018
oklahoma,Oklahoma,10,0,R64,2018
iona,Iona,15,0,R64,2018
radford,Radford,16,0,R64,2018
creighton,Creighton,8,0,R64,2018
davidson,Davidson,12,0,R64,2018
lipscomb,Lipscomb,15,0,R64,2018
virginia,Virginia,1,6,Champion,2019
texas-tech,Texas Tech,3,5,Runner-up,2019
michigan-state,Michigan State,2,4,F4,2019
auburn,Auburn,5,4,F4,2019
gonzaga,Gonzaga,1,3,E8,2019
purdue,Purdue,3,3,E8,2019
kentucky,Kentucky,2,3,E8,2019
duke,Duke,1,3,E8,2019
oregon,Oregon,12,2,S16,2019
virginia-tech,Virginia Tech,4,2,S16,2019
louisiana-state,LSU,3,2,S16,2019
michigan,Michigan,2,2,S16,2019
florida-state,Florida State,4,2,S16,2019
tennessee,Tennessee,2,2,S16,2019
north-carolina,UNC,1,2,S16,2019
houston,Houston,3,2,S16,2019
wofford,Wofford,7,1,R32,2019
liberty,Liberty,12,1,R32,2019
baylor,Baylor,9,1,R32,2019
maryland,Maryland,6,1,R32,2019
central-florida,UCF,9,1,R32,2019
oklahoma,Oklahoma,9,1,R32,2019
california-irvine,UC-Irvine,13,1,R32,2019
villanova,Villanova,6,1,R32,2019
iowa,Iowa,10,1,R32,2019
murray-state,Murray State,12,1,R32,2019
ohio-state,Ohio State,11,1,R32,2019
kansas,Kansas,4,1,R32,2019
buffalo,Buffalo,6,1,R32,2019
washington,Washington,9,1,R32,2019
minnesota,Minnesota,10,1,R32,2019
florida,Florida,10,1,R32,2019
old-dominion,Old Dominion,14,0,R64,2019
vermont,Vermont,13,0,R64,2019
marquette,Marquette,5,0,R64,2019
syracuse,Syracuse,8,0,R64,2019
fairleigh-dickinson,FDU,16,0,R64,2019
arizona-state,Arizona State,11,0,R64,2019
colgate,Colgate,15,0,R64,2019
virginia-commonwealth,VCU,8,0,R64,2019
northern-kentucky,Northern Kentucky,14,0,R64,2019
nevada,Nevada,7,0,R64,2019
cincinnati,Cincinnati,7,0,R64,2019
wisconsin,Wisconsin,5,0,R64,2019
mississippi-state,Mississippi State,5,0,R64,2019
saint-marys-ca,Saint Mary's,11,0,R64,2019
yale,Yale,14,0,R64,2019
louisville,Louisville,7,0,R64,2019
saint-louis,Saint Louis,13,0,R64,2019
bradley,Bradley,15,0,R64,2019
iona,Iona,16,0,R64,2019
utah-state,Utah State,8,0,R64,2019
new-mexico-state,New Mexico State,12,0,R64,2019
northeastern,Northeastern,13,0,R64,2019
iowa-state,Iowa State,6,0,R64,2019
georgia-state,Georgia State,14,0,R64,2019
seton-hall,Seton Hall,10,0,R64,2019
abilene-christian,Abilene Christian,15,0,R64,2019
north-dakota-state,North Dakota State,16,0,R64,2019
gardner-webb,Gardner-Webb,16,0,R64,2019
mississippi,Ole Miss,8,0,R64,2019
belmont,Belmont,11,0,R64,2019
kansas-state,Kansas State,4,0,R64,2019
montana,Montana,15,0,R64,2019
baylor,Baylor,1,6,Champion,2021
gonzaga,Gonzaga,1,5,Runner-up,2021
ucla,UCLA,11,4,F4,2021
houston,Houston,2,4,F4,2021
southern-california,USC,6,3,E8,2021
arkansas,Arkansas,3,3,E8,2021
oregon-state,Oregon State,12,3,E8,2021
michigan,Michigan,1,3,E8,2021
villanova,Villanova,5,2,S16,2021
oregon,Oregon,7,2,S16,2021
oral-roberts,Oral Roberts,15,2,S16,2021
creighton,Creighton,5,2,S16,2021
florida-state,Florida State,4,2,S16,2021
loyola-il,Loyola (IL),8,2,S16,2021
syracuse,Syracuse,11,2,S16,2021
alabama,Alabama,2,2,S16,2021
west-virginia,West Virginia,3,1,R32,2021
florida,Florida,7,1,R32,2021
texas-tech,Texas Tech,6,1,R32,2021
north-texas,North Texas,13,1,R32,2021
iowa,Iowa,2,1,R32,2021
wisconsin,Wisconsin,9,1,R32,2021
oklahoma,Oklahoma,8,1,R32,2021
abilene-christian,Abilene Christian,14,1,R32,2021
illinois,Illinois,1,1,R32,2021
rutgers,Rutgers,10,1,R32,2021
colorado,Colorado,5,1,R32,2021
ohio,Ohio,13,1,R32,2021
louisiana-state,LSU,8,1,R32,2021
maryland,Maryland,10,1,R32,2021
oklahoma-state,Oklahoma State,4,1,R32,2021
kansas,Kansas,3,1,R32,2021
drake,Drake,11,0,R64,2021
eastern-washington,Eastern Washington,14,0,R64,2021
virginia-tech,Virginia Tech,10,0,R64,2021
ohio-state,Ohio State,2,0,R64,2021
colgate,Colgate,14,0,R64,2021
virginia-commonwealth,VCU,10,0,R64,2021
virginia,Virginia,4,0,R64,2021
norfolk-state,Norfolk State,16,0,R64,2021
missouri,Missouri,9,0,R64,2021
california-santa-barbara,UCSB,12,0,R64,2021
st-bonaventure,St. Bonaventure,9,0,R64,2021
brigham-young,BYU,6,0,R64,2021
utah-state,Utah State,11,0,R64,2021
purdue,Purdue,4,0,R64,2021
texas,Texas,3,0,R64,2021
connecticut,UConn,7,0,R64,2021
iona,Iona,15,0,R64,2021
drexel,Drexel,16,0,R64,2021
georgia-tech,Georgia Tech,9,0,R64,2021
tennessee,Tennessee,5,0,R64,2021
liberty,Liberty,13,0,R64,2021
san-diego-state,San Diego State,6,0,R64,2021
morehead-state,Morehead State,14,0,R64,2021
clemson,Clemson,7,0,R64,2021
georgetown,Georgetown,12,0,R64,2021
cleveland-state,Cleveland State,15,0,R64,2021
texas-southern,Texas Southern,16,0,R64,2021
hartford,Hartford,16,0,R64,2021
north-carolina,UNC,8,0,R64,2021
north-carolina-greensboro,UNC Greensboro,13,0,R64,2021
winthrop,Winthrop,12,0,R64,2021
grand-canyon,Grand Canyon,15,0,R64,2021
kansas,Kansas,1,6,Champion,2022
north-carolina,UNC,8,5,Runner-up,2022
villanova,Villanova,2,4,F4,2022
duke,Duke,2,4,F4,2022
miami-fl,Miami (FL),10,3,E8,2022
houston,Houston,5,3,E8,2022
arkansas,Arkansas,4,3,E8,2022
saint-peters,St. Peter's,15,3,E8,2022
gonzaga,Gonzaga,1,2,S16,2022
providence,Providence,4,2,S16,2022
michigan,Michigan,11,2,S16,2022
arizona,Arizona,1,2,S16,2022
purdue,Purdue,3,2,S16,2022
ucla,UCLA,4,2,S16,2022
texas-tech,Texas Tech,3,2,S16,2022
iowa-state,Iowa State,11,2,S16,2022
memphis,Memphis,9,1,R32,2022
wisconsin,Wisconsin,3,1,R32,2022
ohio-state,Ohio State,7,1,R32,2022
new-mexico-state,New Mexico State,12,1,R32,2022
tennessee,Tennessee,3,1,R32,2022
notre-dame,Notre Dame,11,1,R32,2022
illinois,Illinois,4,1,R32,2022
texas-christian,TCU,9,1,R32,2022
auburn,Auburn,2,1,R32,2022
michigan-state,Michigan State,7,1,R32,2022
baylor,Baylor,1,1,R32,2022
murray-state,Murray State,7,1,R32,2022
creighton,Creighton,9,1,R32,2022
saint-marys-ca,Saint Mary's,5,1,R32,2022
richmond,Richmond,12,1,R32,2022
texas,Texas,6,1,R32,2022
georgia-state,Georgia State,16,0,R64,2022
boise-state,Boise State,8,0,R64,2022
yale,Yale,14,0,R64,2022
connecticut,UConn,5,0,R64,2022
virginia-tech,Virginia Tech,11,0,R64,2022
colgate,Colgate,14,0,R64,2022
vermont,Vermont,13,0,R64,2022
delaware,Delaware,15,0,R64,2022
akron,Akron,13,0,R64,2022
indiana,Indiana,12,0,R64,2022
montana-state,Montana State,14,0,R64,2022
davidson,Davidson,10,0,R64,2022
marquette,Marquette,9,0,R64,2022
alabama,Alabama,6,0,R64,2022
loyola-il,Loyola (IL),10,0,R64,2022
san-francisco,San Francisco,10,0,R64,2022
iowa,Iowa,5,0,R64,2022
louisiana-state,LSU,6,0,R64,2022
south-dakota-state,South Dakota State,13,0,R64,2022
jacksonville-state,Jacksonville State,15,0,R64,2022
norfolk-state,Norfolk State,16,0,R64,2022
wright-state,Wright State,16,0,R64,2022
seton-hall,Seton Hall,8,0,R64,2022
alabama-birmingham,UAB,12,0,R64,2022
southern-california,USC,7,0,R64,2022
chattanooga,Chattanooga,13,0,R64,2022
colorado-state,Colorado State,6,0,R64,2022
san-diego-state,San Diego State,8,0,R64,2022
texas-southern,Texas Southern,16,0,R64,2022
longwood,Longwood,14,0,R64,2022
kentucky,Kentucky,2,0,R64,2022
cal-state-fullerton,Cal State Fullerton,15,0,R64,2022
connecticut,UConn,4,6,Champion,2023
san-diego-state,San Diego State,5,5,Runner-up,2023
florida-atlantic,Florida Atlantic,9,4,F4,2023
miami-fl,Miami (FL),5,4,F4,2023
texas,Texas,2,3,E8,2023
creighton,Creighton,6,3,E8,2023
kansas-state,Kansas State,3,3,E8,2023
gonzaga,Gonzaga,3,3,E8,2023
alabama,Alabama,1,2,S16,2023
houston,Houston,1,2,S16,2023
arkansas,Arkansas,8,2,S16,2023
xavier,Xavier,3,2,S16,2023
princeton,Princeton,15,2,S16,2023
michigan-state,Michigan State,7,2,S16,2023
ucla,UCLA,2,2,S16,2023
tennessee,Tennessee,4,2,S16,2023
missouri,Missouri,7,1,R32,2023
northwestern,Northwestern,7,1,R32,2023
fairleigh-dickinson,FDU,16,1,R32,2023
kansas,Kansas,1,1,R32,2023
penn-state,Penn State,10,1,R32,2023
duke,Duke,5,1,R32,2023
pittsburgh,Pitt,11,1,R32,2023
saint-marys-ca,Saint Mary's,5,1,R32,2023
marquette,Marquette,2,1,R32,2023
indiana,Indiana,4,1,R32,2023
baylor,Baylor,3,1,R32,2023
kentucky,Kentucky,6,1,R32,2023
auburn,Auburn,9,1,R32,2023
furman,Furman,13,1,R32,2023
maryland,Maryland,8,1,R32,2023
texas-christian,TCU,6,1,R32,2023
arizona,Arizona,2,0,R64,2023
utah-state,Utah State,10,0,R64,2023
virginia-commonwealth,VCU,12,0,R64,2023
howard,Howard,16,0,R64,2023
illinois,Illinois,9,0,R64,2023
iona,Iona,13,0,R64,2023
arizona-state,Arizona State,11,0,R64,2023
grand-canyon,Grand Canyon,14,0,R64,2023
boise-state,Boise State,10,0,R64,2023
california-santa-barbara,UCSB,14,0,R64,2023
purdue,Purdue,1,0,R64,2023
north-carolina-state,NC State,11,0,R64,2023
iowa,Iowa,8,0,R64,2023
memphis,Memphis,8,0,R64,2023
oral-roberts,Oral Roberts,12,0,R64,2023
louisiana-lafayette,Louisiana,13,0,R64,2023
providence,Providence,11,0,R64,2023
montana-state,Montana State,14,0,R64,2023
southern-california,USC,10,0,R64,2023
vermont,Vermont,15,0,R64,2023
northern-kentucky,Northern Kentucky,16,0,R64,2023
drake,Drake,12,0,R64,2023
virginia,Virginia,4,0,R64,2023
kent-state,Kent State,13,0,R64,2023
iowa-state,Iowa State,6,0,R64,2023
kennesaw-state,Kennesaw State,14,0,R64,2023
texas-am,Texas A&M,7,0,R64,2023
colgate,Colgate,15,0,R64,2023
texas-am-corpus-christi,Texas A&M-Corpus Christi,16,0,R64,2023
west-virginia,West Virginia,9,0,R64,2023
college-of-charleston,College of Charleston,12,0,R64,2023
north-carolina-asheville,UNC Asheville,15,0,R64,2023
connecticut,UConn,1,6,Champion,2024
purdue,Purdue,1,5,Runner-up,2024
alabama,Alabama,4,4,F4,2024
north-carolina-state,NC State,11,4,F4,2024
clemson,Clemson,6,3,E8,2024
duke,Duke,4,3,E8,2024
tennessee,Tennessee,2,3,E8,2024
illinois,Illinois,3,3,E8,2024
iowa-state,Iowa State,2,2,S16,2024
arizona,Arizona,2,2,S16,2024
north-carolina,UNC,1,2,S16,2024
marquette,Marquette,2,2,S16,2024
creighton,Creighton,3,2,S16,2024
gonzaga,Gonzaga,5,2,S16,2024
houston,Houston,1,2,S16,2024
san-diego-state,San Diego State,5,2,S16,2024
oakland,Oakland,14,1,R32,2024
james-madison,James Madison,12,1,R32,2024
michigan-state,Michigan State,9,1,R32,2024
grand-canyon,Grand Canyon,12,1,R32,2024
duquesne,Duquesne,11,1,R32,2024
colorado,Colorado,10,1,R32,2024
texas,Texas,7,1,R32,2024
northwestern,Northwestern,9,1,R32,2024
oregon,Oregon,11,1,R32,2024
baylor,Baylor,3,1,R32,2024
kansas,Kansas,4,1,R32,2024
dayton,Dayton,7,1,R32,2024
washington-state,Washington State,7,1,R32,2024
yale,Yale,13,1,R32,2024
utah-state,Utah State,8,1,R32,2024
texas-am,Texas A&M,9,1,R32,2024
alabama-birmingham,UAB,12,0,R64,2024
western-kentucky,Western Kentucky,15,0,R64,2024
wagner,Wagner,16,0,R64,2024
auburn,Auburn,4,0,R64,2024
south-dakota-state,South Dakota State,15,0,R64,2024
mississippi-state,Mississippi State,8,0,R64,2024
saint-marys-ca,Saint Mary's,5,0,R64,2024
new-mexico,New Mexico,11,0,R64,2024
colgate,Colgate,14,0,R64,2024
nevada,Nevada,10,0,R64,2024
florida-atlantic,Florida Atlantic,8,0,R64,2024
college-of-charleston,College of Charleston,13,0,R64,2024
vermont,Vermont,13,0,R64,2024
florida,Florida,7,0,R64,2024
colorado-state,Colorado State,10,0,R64,2024
grambling,Grambling,16,0,R64,2024
texas-christian,TCU,9,0,R64,2024
mcneese-state,McNeese State,12,0,R64,2024
samford,Samford,13,0,R64,2024
south-carolina,South Carolina,6,0,R64,2024
morehead-state,Morehead State,14,0,R64,2024
akron,Akron,14,0,R64,2024
saint-peters,St. Peter's,15,0,R64,2024
kentucky,Kentucky,3,0,R64,2024
stetson,Stetson,16,0,R64,2024
longwood,Longwood,16,0,R64,2024
nebraska,Nebraska,8,0,R64,2024
wisconsin,Wisconsin,5,0,R64,2024
brigham-young,BYU,6,0,R64,2024
drake,Drake,10,0,R64,2024
texas-tech,Texas Tech,6,0,R64,2024
long-beach-state,Long Beach State,15,0,R64,2024
florida,Florida,1,6,Champion,2025
houston,Houston,1,5,Runner-up,2025
duke,Duke,1,4,F4,2025
auburn,Auburn,1,4,F4,2025
michigan-state,Michigan State,2,3,E8,2025
tennessee,Tennessee,2,3,E8,2025
texas-tech,Texas Tech,3,3,E8,2025
alabama,Alabama,2,3,E8,2025
maryland,Maryland,4,2,S16,2025
kentucky,Kentucky,3,2,S16,2025
michigan,Michigan,5,2,S16,2025
arkansas,Arkansas,10,2,S16,2025
brigham-young,BYU,6,2,S16,2025
mississippi,Ole Miss,6,2,S16,2025
arizona,Arizona,4,2,S16,2025
purdue,Purdue,4,2,S16,2025
texas-am,Texas A&M,4,1,R32,2025
new-mexico,New Mexico,10,1,R32,2025
illinois,Illinois,6,1,R32,2025
creighton,Creighton,9,1,R32,2025
connecticut,UConn,8,1,R32,2025
ucla,UCLA,7,1,R32,2025
colorado-state,Colorado State,12,1,R32,2025
oregon,Oregon,5,1,R32,2025
iowa-state,Iowa State,3,1,R32,2025
baylor,Baylor,9,1,R32,2025
st-johns-ny,St. John's (NY),2,1,R32,2025
wisconsin,Wisconsin,3,1,R32,2025
gonzaga,Gonzaga,8,1,R32,2025
drake,Drake,11,1,R32,2025
saint-marys-ca,Saint Mary's,7,1,R32,2025
mcneese-state,McNeese State,12,1,R32,2025
marquette,Marquette,7,0,R64,2025
kansas,Kansas,7,0,R64,2025
north-carolina-wilmington,UNC Wilmington,14,0,R64,2025
lipscomb,Lipscomb,14,0,R64,2025
bryant,Bryant,15,0,R64,2025
norfolk-state,Norfolk State,16,0,R64,2025
oklahoma,Oklahoma,9,0,R64,2025
missouri,Missouri,6,0,R64,2025
memphis,Memphis,5,0,R64,2025
grand-canyon,Grand Canyon,13,0,R64,2025
mississippi-state,Mississippi State,8,0,R64,2025
louisville,Louisville,8,0,R64,2025
north-carolina,UNC,11,0,R64,2025
yale,Yale,13,0,R64,2025
akron,Akron,13,0,R64,2025
virginia-commonwealth,VCU,11,0,R64,2025
montana,Montana,14,0,R64,2025
vanderbilt,Vanderbilt,10,0,R64,2025
robert-morris,Robert Morris,15,0,R64,2025
southern-illinois-edwardsville,SIU-Edwardsville,16,0,R64,2025
georgia,Georgia,9,0,R64,2025
clemson,Clemson,5,0,R64,2025
high-point,High Point,13,0,R64,2025
xavier,Xavier,11,0,R64,2025
troy,Troy,14,0,R64,2025
utah-state,Utah State,10,0,R64,2025
wofford,Wofford,15,0,R64,2025
mount-st-marys,Mount St. Mary's,16,0,R64,2025
alabama-state,Alabama State,16,0,R64,2025
liberty,Liberty,12,0,R64,2025
california-san-diego,UC-San Diego,12,0,R64,2025
nebraska-omaha,Omaha,15,0,R64,2025
